,tag,quote
0, execution,"Execution is something, but timing is everything."
0, inspirational,Develop the mindset that prompts you to continue pressing pass your norms - you'll begin to discover a whole new you.
0, life,Knowledge is what makes the human being rich and not otherwise. Whoever thinks that money determines rich or poor is so wrong or in another way to put it he/she is so shallow
0, fools,"The are two kinds of people in this modern society. First and the majority are those fools who think they are wise, and second are the few wise individuals who know that they are fools."
0, ignorance,Come out my friend. Come out from the narrow lanes of darkness into the vivacious light of the day.
0, genius,One who knows what he or she knows as well as what he or she does not know is a genius.
0, knowledge,Wisdom begins in knowing the self.
0, education,"There is a system alright, but the actual element of education has long gone."
0, knowledge,"the measure of achievements in life are directly related to the acquire knowledge, not to the social recognition."
0, conformity,"I spent most of my life trying to specialize myself. I went to theater school, film school, music school, mime school ... Finally, I was able to gather enough knowledge to build the confidence to create my own work, that goes utterly against the sense of specialization."
0, art-of-living,"Try to put well into practice what you already know. In so doing, you will, in good time, discover the hidden things you now inquire about."
0, educational,"Books may be the most valuable treasure of knowledge, but it is the human mind, that turns that knowledge into wisdom."
0, knowledge,The highest wisdom is to know that you know nothing.
0, information,"The knowledge or information from different source can be misunderstood, unless you experience life, within. All the wisdom and bliss comes from within, and you can have, all the answers of life, when you look inside."
0, life-lessons,"I know ..you know .. Together, we know nothing."
0, experience,teach your brain now .. don't wait until life teach you !
0, ignorance,It is a tragedy of modern life that the light of truth scares the society much more than the darkness of ignorance.
0, life-lessons,"It is better to know so much about a few but important things, than to know so little about life, and much about trivial things."
0, inspirational,Self-knowledge is the greatest kind of knowledge.
0, knowledge,The quality of knowledge youbring into the relationshipdetermines the quality of therelationship.
0, life,You must consciously choose what you know. Knowledge fromthis present social system is notdesigned to help you succeed.
0, leadership,"Knowledge is what you know,that gives you an edge overthe ordinary person."
0, inspiration,"Know the One - the Self, and you'll know the All."
0, humanity-quotes,A library is more precious than a bank.
0, education,"Knowledge is worth nothing, until it is put to practice."
0, cure,"The talk of sin is of course to many a big turn-off; to others, an even bigger myth - because in reality, sin is like the spiritual equivalent of a microscopic parasite, or a virus, or better yet even, an infectious disease. And just as one might never know of, until visiting a competent doctor, the tiny pathogens progressively eroding one's body, so we might never know that in sin we are eroding our being and losing direction until hearing the Word of God rightfully applied. Therefore I ask, which of the doctors would then be the more competent: the one who finds the problem and gives the solution, or the one who willfully ignores the problem (or rather finds the problem when it is much too late)? Seldom does anyone write off the knowledge of medicine for the physical body as primitive practice, so neither must the knowledge of the Word of God for one's spiritual well-being remain written off as primitive practice - quite the opposite really. As it is written thus: 'Lean not on your own understanding."
0, power,"If one is to rule, and to continue ruling, one must be able to dislocate the sense of reality."
0, knowledge,Those who do not continuously seek knowledge are content to settle for mediocrity.
0, experiences,"By studying yesterday, you will understand today."
0, country,"Education does not exist for the benefit of students or for the benefit of their parents. It's exists for the benefit of social order. You do not need to be a student or have a child who is a student to benefit from education. Every second of every day of your life, you benefit from education."
0, compassion,"The path of life is strewn with many perils and the folly of knowledge is one of the greatest dangers. Wisdom is a treacherous weapon, little master, for it is sundered from compassion. All too often the end of the journey gains more import than it should and the wise become blind to the road and the method of their passing."
0, darkness,"When you look at the external reality, you may assume you know everything, but when you close your eyes and try to look into the darkness of your internal reality, all the knowledge of the external life fails to create a way out of the darkness."
0, knowledge,"If you live with the limited beliefs of your mind, you cannot see life, beyond the physical existence, while in reality, the life happens at a much deeper level."
0, death,"Yet I loathe the thought of annihilating myself quite as much now as I ever did. I think with sadness of all the books I’ve read, all the places I’ve seen, all the knowledge I’ve amassed and that will be no more. All the music, all the paintings, all the culture, so many places: and suddenly nothing. ... If it had at least enriched the earth; if it had given birth to… what? A hill? A rocket? But no. Nothing will have taken place. I can still see the hedge of hazel trees flurried by the wind and the promises with which I fed my beating heart while I stood gazing at the gold-mine at my feet: a whole life to live. The promises have all been kept. And yet, turning an incredulous gaze towards that young and credulous girl, I realise with stupor how much I was gypped."
0, knowledge,"Libraries are more than just a storage place for books, they are treasure troves filled with creativity and knowledge. And that knowledge can be empowering."
0, happiness,"The drive to knowledge has become too strong for us to be able to want happiness without knowledge or of a strong, firmly rooted delusion; even to imaginesuch a state of things is painful to us! Restless discovering and divining has such an attraction for us, and has grown as indispensable to us as is to the lover his unrequited love, which he would at no price relinquish for a state of indifference – perhaps,indeed, we too are unrequited lovers."
0, comprehension,To think that we grasp the fullness of life is to say that by holding a mere drop of water in our hands we are able to understand the immensity of the ocean.
0, growth,We are here on planet Earth to learn lessons and to grow in loving knowledge.
0, believe-in-yourself,"You push the TRUTH off a cliff, but it will always fly. You can submerge the TRUTH under water, but it will not drown. You can place the TRUTH in the fire, but it will survive. You can bury the TRUTH beneath the ground, but it will arise. TRUTH always prevails!"
0, educational-philosophy,"Only the foolish would think that wisdom is something to keep locked in a drawer. Only the fearful would feel empowerment is something best kept to oneself, or the few, and not shared with all."
0, deepen,Knowledge deepens with experience.
0, giving-advice,"People who give the best are those who give of themselves – your time, talents, words, knowledge."
0, adventure,"He who believes not in your quest should not sail with you, so that he won't sink your ship."
0, behaviour,"You may have good skills and better knowledge, but it is your attitude that will bring people closer to you."
0, knowledge,Suppose someone tried to write your biography. What nonsense! How much would he know? Would he know what you thought when you looked in the subway slot-machine? How brutally you spoke when you were angry? How Nature rode you with a busy spur? How you fell on your knees late at night?
0, bliss,"Much of our suffering is caused by our false perceptions and attachment to mental images. We assume things to be true without really knowing whether they are true or not, then create a world of hurt for ourselves and others."
0, bliss,"Our perception is our window to the world, and we need to wipe the dust off of our window often so we can continue to see through it clearly."
0, bliss,"Many people have failing relationships because they have not really fallen in love with each other, but they have fallen for the mental images they have created of one another. We assume we know our partner, we think about them nonstop, creating many different ideas of who they are, what they like, and how we will be together, then as soon as our partner does something that doesn’t fit with our mental image of them, we become sad, upset, confused, or heart broken. Our partner did not cause our suffering; we caused it, through our false perceptions and mental images."
0, bliss,"The majority of people in modern society feel separated—from the world, each other, and themselves. This feeling of separation is a resultfrom we humans attempting to separate ourselves from nature, and consequently forgetting who we really are."
0, bliss,"When we think of something, we create a mental image of it, and our image is then always filtered through our mental perception. We may meet someone one day when they are in a bad mood, we then make a false assumption that this person does not like us. We have created an image of this person, and now every time we meet them, we associate this person with our negative mental image of them. We don’t interact with them as they are in this moment; we interact with how we think they are."
0, debasish-mridha,Knowledge makes you powerful and proud wisdom makes you simple and humble. 
0, hope,"Dear Miss Pomeroy, I am saddened by the things I do not know. There are hundreds--thousands--of books in the world and I will never be able to read all of them.I am old.Walter"
0, art-of-movement,Movement is knowledge. Art is perception
0, creativity,"Creativity is a song of knowledge, imagination, and action."
0, bliss,"We spend so much of our time lost in thought, trying to label everything as isolated objects and events. Though we fail to realize that our thoughts are incapable of defining anything in its totality. We can think about a situation for as long as we want to, but our thoughts will never know the situation exactly as it exists."
0, birth,"Everything turns in circles and spirals with the cosmic heart until infinity. Everything has a vibration that spirals inward or outward — and everything turns together in the same direction at the same time. This vibration keeps going: it becomes born and expands or closes and destructs — only to repeat the cycle again in opposite current. Like a lotus, it opens or closes, dies and is born again. Such is also the story of the sun and moon, of me and you. Nothing truly dies. All energy simply transforms."
0, life,"Here, on the edge of what we know, in contact with the ocean of the unknown, shines the mystery and beauty of the world. And it’s breathtaking."
0, death,"It’s there in your own Bible, Carlotta. Two trees—knowledge and life. You eat of the tree of knowledge, and you will surely die. You eat of the tree of life, and you remain a child in the garden forever, undying."
0, curiosity,"Knowledge is the most essential ingredient of life, and it comes from curiosity."
0, common-sense,"Common sense comes not just from knowledge, but also from wisdom."
0, debasish-mridha-md,"If your thirst for knowledge is strong enough, you will find the waters to satisfy it."
0, philosophy,"When, at a closer glance, so many objects are questionable, when all knowledge seems to be clothed in a kind of deep unknowing, why do we still place any trust at all in reality as it appears to us, in the world in which we seem to live?"
0, brilliance,"We live in a highly complex, technological world – and it's not entirely obvious what's right and what's wrong in any given situation, unless you can parse the situation, deconstruct it. People just don't have the insight to be able to do that very effectively."
0, advertisement,It is always healthy to be honest.
0, advantage,Sacrifice of the self is sheer stupidity if sacrifice is not for the self.
0, knowledge,"Despite these afternoon misgivings and self-reproaches I clung to my notion, ill-defined though it was, that a serious study of human knowledge, or theory, or belief, if undertaken with a critical but not a cruel mind, would in the end yield some secret, some valuable permanent insight, into the nature of life and the true end of man."
0, knowledge,"Knowledge is the Best Weapon, Experience is the Best Teacher,Respect is the Best Admirer, But Life Is the Best Answer"
0, freedom,"To admit your ignorance is freeing. To say, ""I don't know"" is to free yourself from having to come up with a bullshit answer."
0, amit-kalantri,"Be a true traveller, don't be a temporary tourist."
0, debasish-mridha-md,Knowledge is a potential power when we use it to gain wisdom through reflection and careful actions.
0, debasish-mridha,Don’t accept any knowledge or conventional wisdom without critically questioning it first.
0, debasish-mridha-md,"Knowledge, ideas, and wisdom are the most powerful forces that we can use to improve lives while bringing peace to this beautiful world."
0, amit-kalantri,"A man might share his wealth, but never his authority."
0, amit-kalantri,Trekking means a travelling experience with a thrilling excitement.
0, amit-kalantri,Travelling the road will tell you more about the road than the google will tell you about the road.
0, book-club,The only way to educate oneself is by making books a life companion.
0, amit-kalantri,"Travelling shouldn't be just a tour, it should be a tale."
0, danger,Knowledge is strength. Ignorance is the kiss of death.
0, amit-kalantri,Any impossibility turned into a possibility is magic.
0, amit-kalantri,"Be creative while inventing ideas, but be disciplined while implementing them."
0, amit-kalantri,Travel teaches as much as a teacher.
0, acquire,"Life is not only about acquiring knowledge, it is about applying knowledge."
0, amit-kalantri,The one who love power becomes dictator and one who admires power becomes slave.
0, accidents,"Enjoy without injury, live without loss."
0, knowledge,"In life, you learned that not all white people are racist, not all black folks are criminals, let's admit it and love one another.."
0, anointing,Never you fight a man that knows and understand the mysteries about God.
0, creation,"Life continues even if no one has proven to us the shape and size of the Earth, even if no one has informed us about the composition of air and the depth of sky.We will not float in weightlessness simply because we have not read the lesson on gravity."
0, comprehension,"When you choose to look down on something, you render yourself incapable of understanding it."
0, dividends,"Knowledge is a commodity to be shared. For knowledge to pay dividends, it should not remain the monopoly of the selected few."
0, inspirational,"History, Geology, Psychology, Philosophy, Chemistry, Physics, Theology, Mathematics, Technology, Sociology, Biology, and the list goes on and on. If all this body of knowledge exist for human consumption, why would I specialize in only one field?"
0, books,Innocence is the beginning of ignorance. Experience is the end of stupidity.
0, everything,"People believe that Noah's Ark is a legend when we are already apart of this legend, look around what do you see?"
0, books,"If nothing else, school teaches that there is an answer to every question; only in the real world do young people discover that many aspects of life are uncertain, mysterious, and even unknowable. If you have a chance to play in nature, if you are sprayed by a beetle, if the color of a butterfly's wing comes off on your fingers, if you watch a caterpillar spin its cocoon-- you come away with a sense of mystery and uncertainty. The more you watch, the more mysterious the natural world becomes, and the more you realize how little you know. Along with its beauty, you may also come to experience its fecundity, its wastefulness, aggressiveness, ruthlessness, parasitism, and its violence. These qualities are not well-conveyed in textbooks."
0, knowledge,"Even though I left school at age fifteen, I loved learning and continued to learn through my careers as a photojournalist, filmmaker, and explorer. I was taught that education is the great equalizer and knowledge is power. I prefer to think that knowledge is understanding; the more one knows, the less one fears."
0, knowledge,"Should you wish to pursue the infinity of truth, you must make yourself humble as ashes and vigorous as the wind."
0, betray,"Look, Miranda, he said, those twenty long years that lie between you and me. I've more knowledge of life than you, I've lived more and betrayed more and seen more betrayed. At your age one is bursting with ideals. You think that because I can sometimes see what's trivial and what's important in art that I ought to be more virtuous. But I don't want to be virtuous. My charm (if there is any) for you is simply frankness. And experience. Not goodness. I'm not a good man. Perhaps morally I'm younger even than you are. Can you understand that?"
0, education,"As humans, we have invented lots of useful kinds of lie. As well as lies-to-children ('as much as they can understand') there are lies-to-bosses ('as much as they need to know') lies-to-patients ('they won't worry about what they don't know') and, for all sorts of reasons, lies-to-ourselves. Lies-to-children is simply a prevalent and necessary kind of lie. Universities are very familiar with bright, qualified school-leavers who arrive and then go into shock on finding that biology or physics isn't quite what they've been taught so far. 'Yes, but you needed to understand that,' they are told, 'so that now we can tell you why it isn't exactly true.' Discworld teachers know this, and use it to demonstrate why universities are truly storehouses of knowledge: students arrive from school confident that they know very nearly everything, and they leave years later certain that they know practically nothing. Where did the knowledge go in the meantime? Into the university, of course, where it is carefully dried and stored."
0, life,"The suppression of uncomfortable ideasmay be common in religion and politics, but it is not the path to knowledge; it has no placein the endeavor of science."
0, bible-study,Bible study without Bible experience is pointless. Knowing Psalm 23 is different from knowing the shepherd.
0, debasish-mridha-md,"Intelligence is not knowledge, but it is a state of mind."
0, knowledge,"Come on then, I will swear to study soTo know the thing I am forbid to know- Berowne"
0, awakening,Don't make homes out of hollow hero's that don't know how to save themselves.
0, books,"I spent all the money I had, to get the sacred books of my life."
0, creativity,I write to understand what I know.
0, life-of-the-mind,...as far as we are capable of knowledge we sin in neglecting to acquire it...
0, awareness,True wealth comes less from having riches than from knowing how to live richly.
0, debasish-mridha-m-d,"Knowledge is the seed for thought. Knowledge, experience, and thoughts give birth to wisdom."
0, debasish-mridha-m-d,Knowledge is learning something from every observation wisdom is learning to use that knowledge with love. 
0, faith,The Story Is Always ThereSometimes you don't need to speak to someone to know how they are feeling. You don't need to ask what is their story - often people have it written on their faces and you just have to take the time out to read it.
0, knowledge,"Every man is insane, however only a few actually have true insanity."
0, debasish-mridha-m-d,I am as knowledgeable as Socrates I know nothing. 
0, debasish-mridha-m-d,Many have knowledge and only few have wisdom.
0, debasish-mridha-m-d,Knowledge lets you swim and wisdom lets you fly.
0, debasish-mridha,Knowledge will help you to gain wisdom wisdom will open your mind to being kind. 
0, debasish-mridha-m-d,Knowledge is borrowed wisdom is earned. 
0, growth,"When you hoard knowledge, you deprive yourself of blessings and growth."
0, awakening,"I don't wear the opinions of others anymore, I learnt to dress myself."
0, attitude,"when you become addict in to MATERIAL things in life then the TRUE natural life start to run away from you, YES! it's can give you certain pleasure in the society but in the same time it will sabotage your true HAPPINESS of life which we could have simply with GRATITUDE and FORGIVENESS"
0, education,Dare to research on the originality of any information.
0, knowledge,Literature is a sacred knowledge.
0, knowledge,Positive madness leads to new knowledge.
0, discovery,Creativity is the key to discovery.
0, education,I love to read for my pleasure.
0, knowledge,I read for pleasure and to acquire knowledge.
0, education,The knowledge of God is beginning of all knowledge.
0, information,A search for knowledge is a search for the truth.
0, debasish-mridha-m-d,Knowledge gives shows us a direction education gives us power to walk. 
0, autism-spectrum,The world needs all types of minds.
0, explore,Explore. Search. Seek.
0, life-lessons,Reading leads to knowledge and wise ways of living.
0, debasish-mridha-m-d,"The sun enlightens everyone, but the light of knowledge enlightens those who are actively seeking the light."
0, ignorance,It is better to be informed than to be ignorant.
0, knowledge,Knowledge is life.
0, information,We are drowning in information but starving for knowledge and wisdom. Education ought to teach us not only how to make a living but also how to live.
0, amit-kalantri,"Knowledge was scattered treasure, education organized it into art, commerce and science."
0, motivational,"If you search enough, you will find."
0, inspirational,Search. Search.
0, debasish-mridha-m-d,It is difficult to learn what you do not enjoy. So love every bit of knowledge and enjoy every moment.
0, debasish-mridha-m-d,Knowledge is the ultimate secret of courage.
0, day,"Each day, the goal is to receive knowledge and remove ignorance. This reveals what we all search for. Wisdom."
0, knowledge,I know I’m not the only one whose life is a conditional clausehanging from something to do with spring and one tall room  and the tremble of my phone.I’m not the only one that love makes feel like a dozenflapping bedsheets being ripped to prayer flags by the wind.
0, inspiratio,"Depend upon it, he who wishes to win the prize must come on the principle that two and two make four."
0, knowledge,Knowledge is light.
0, hope,Everything we experience in life is designed to shape our characters.
0, life-long-learning,Life-long learning is the modus of keeping your brain…your thoughts…your ideas…engaged in a quest for knowledge that enriches and expands the mind with a constant thirst for wisdom.
0, death,"The death of Nighteyes gutted me. I walked wounded through my life in the days that followed, unaware of just how mutilated I was. I was like the man who complains of the itching of his severed leg. The itching distracts from the immense knowledge that one will forever after hobble through life."
0, beauty,Positive energy radiates from every word you share to a magnitude that can not be measured on scale. The vibrations he sends your way are received and absorbed into the very core of your existence. The power within his words quench the areas of your spirit that only God knows. Mortality thrives on the very essence of Godly Love
0, barratong,"You will die, and I, and all we can create—why not a city? But if there is one thing that deserves to be immortal, it is knowledge."
0, everyone,"The truth is precious commodity, not everyone will possess her."
0, debasish-mridha,Curiosity is the origin of knowledge. Experience is the origin of wisdom.
0, death,Everybody dies. It’s no risk to lose your life. You knew it was lost from the beginning.
0, debasish-mridha-m-d,Knowledge is the essence of organized information systems. Wisdom is the essence of knowledge and experience.
0, debasish-mridha-m-d,Knowledge and wisdom comes from interaction-- not from inaction.
0, blooming-flower,Education is the progressive unfolding of our own beauty with the light of knowledge like the blooming of a flower.
0, inspirational,A seeker of knowledge is the search for wise words.
0, debasish-mridha,"Education shouldn’t be the prison of known knowledge, but it should be the bridge to find the yet unknown universe of knowledge."
0, god,"To understand God, is to Love Him. You can't say you love God if you don't know Him. First you must know yourself, to experience God, then you will know Him for who He really is."
0, knowledge,A person with a big ego usually knows very little.
0, believe,"Now, the atonement of Christ is the most basic and fundamental doctrine of the gospel, and it is the least understood of all our revealed truths. Many of us have a superficial knowledge and rely upon the Lord and his goodness to see us through the trials and perils of life. But if we are to have faith like Enoch and Elijah we must believe what they believed, know what they knew, and live as they lived."
0, attachment,Attachment-abhorrence is the foundation for the worldly life and the foundation for ‘Knowledge’ is a state free of all attachments (vitragta).
0, knowledge-of-the-self,The scriptures are the instruments and how to use these instruments is a science itself. One goes wandering around for infinite lives because he doesn’t have the knowledge of this science!
0, being,"A person may learn things all their life, but never gain knowledge of truth."
0, debasish-mridha-m-d,"With the wings of knowledge, it is easier to fly toward the blue sky of wisdom."
0, debasish-mridha-m-d,Knowledge has no value if it does not enhance your wisdom.
0, debasish-mridha-m-d,Our knowledge is so limited that often we are not much better than an ape.
0, debasish-mridha,Seek knowledge to amaze yourself endlessly.
0, debasish-mridha-m-d,"I go to bed with knowledge to dream, then dreams wake me up with the lights of wisdom."
0, debasish-mridha-m-d,We often feel proud of our knowledge even when it is filled with emptiness.
0, debasish-mridha-m-d,"The purpose of education should not to be to fill you with knowledge, but education should make you hungry for knowledge."
0, death,"Where is the land of Luthany,Where is the tract of Elenore?I am bound therefore.'Pierce thy heart to find the key;With thee takeOnly what none else would keep;Learn to dream when thou dost wake;Learn to wake when thou dost sleep.Learn to water joy with tears,Learn from fears to vanquish fears;To hope, for thou dar'st not despair;Exult, for that thou dar'st not grieve;Plough thou the rock until it bear;Know, for thou else couldst not believe;Lose, that the lost thou may'st receive;Die, for none other way canst live.'When earth and heave lay down their veil,And that apocalypse turns thee pale;When thy seeing blindeth theeTo what thy fellow-mortals see;When their sight to thee is sightless;Their living, death; their light, most lightless;Search no more--Pass the gates of Luthany,Tread the region Elenore!'Where is the land of Luthany?And where the region Elenore?I do faint therefore.'When to the new eyes of theeAll things by immortal power,Near or far,HiddenlyTo each other linked are,That thou canst not stir a flowerWithout troubling of a star;When thy song is shield and mirrorTo the fair snake curled pain,Where thou dar'st affront her terrorThat on her thou may'st attainPersean Conquest; seek no more,O seek no more!Pass the gates of Luthany,Tread the region Elenore!"
0, debasish-mridha,Knowledge comes from curiosity wisdom comes from experience. 
0, empowering,"The gift of knowledge is empowering, but the gift of wisdom is life-changing."
0, experience,The sole purpose of knowledge is to create hunger for experience.
0, ignorance,Acceptance of ignorance (of reality) is the true knowledge path.
0, ancient,The wisdom of our ancestors is immortal.
0, inspiration,Reading is a sacred-paradise.
0, debasish-mridha-m-d,Mastering facts is knowledge. Mastering knowledge is wisdom.
0, inspiration,"How could we have found, who we really are, without education?"
0, awaken,You can discover your sacred paths by reading.
0, educational-philosophy,Knowledge is intellectual art.
0, inspirational,"There are three parts to learning: information, knowledge and wisdom, A mere accumulation of information is not knowledge, and a treasure of knowledge is not in itself, wisdom."
0, education,Fear comes from the lack of knowledge and a state of ignorance. The best remedy for fear is to gain knowledge.
0, debasish-mridha,"Knowledge is the beauty of a diamond, but wisdom is the shining reflection of that beauty."
0, debasish-mridha,All the beauty of wisdom and knowledge resides in kindness.
0, debasish-mridha-m-d,"The mind is the treasury for knowledge, but the heart is the treasury for love and kindness."
0, debasish-mridha-m-d,Knowledge is a power that you can borrow trust is a power which defines your inner strength. 
0, debasish-mridha-m-d,"If knowledge is a glass of water, then wisdom is the unlimited, infinite and not yet invented ocean."
0, debasish-mridha,"To gain wisdom, you must not only acquire knowledge, but you must assimilate it within your being."
0, debasish-mridha-m-d,Knowledge is borrowed wisdom is unique. 
0, debasish-mridha-m-d,"When you share your knowledge, you gain wisdom. Share as much as you can and as often as you can."
0, debasish-mridha-m-d,"Without education, there will be no knowledge. Without knowledge, how can there be success?"
0, debasish-mridha-m-d,We gain knowledge from education we gain wisdom from knowledge and experience. 
0, debasish-mridha-m-d,"When you sweeten your knowledge and experience with your thoughts, it becomes your wisdom."
0, debasish-mridha-m-d,Knowledge is the ultimate key to open the door to freedom.
0, debasish-mridha-m-d,Sharpen your mind with the beauty of knowledge and the tears of experience to be wise.
0, beauty,"On building homes for fallen angels:When I was small - I sought a home,a place to go and rest my bones.Then founded something, of my own,I lived among the restless stones.If seeking leads you back to evil,what good is that, I asked a weevil.He said a home is what you make,it can't be real, if it is fake...And if you wait instead of seek,will you find love, or something bleak?I know (myself) for I have found,a beauty, hidden – in a sound.Waiting is boring.And so is exploring.A smile is sometimes all it takes.And then your whole world simply breaks."
0, action,". . and so it is that A Sensei may impart his knowledge of the martial Way and nurture your fighting abilities, but you must learn the wisdom of finding other ways than martial skills to solve your problems"
0, inspirational,Knowledge is a wealth that cannot be stolen it will grow when you try to give it away. 
0, christianity,God is the source of all knowledge.
0, body,"You can’t give what you don’t have. To lead people in a better way, mingle with them in body. But in knowledge, be far ahead of them!"
0, christianity,The truest knowledge is to know thy Creator and thy self.
0, desires,"God gives wisdom, knowledge and understanding."
0, achievement,"In my quest to search for knowledge, I know God, the source of knowledge."
0, achievement,"The greatest education is the knowledge of God. God gives life, strength and wisdom for every accomplishment."
0, authors,All Authors come from the unified countrynent known as Australia. Authors live in the future where love is external.
0, education,"True liberty comes from education, knowledge, and wisdom."
0, education,"To find your self, get lost is the search of knowledge and wisdom."
0, arrogance,"Truth is not fully explosive, but purely electric. You don't blow the world up with the truth; you shock it into motion."
0, inspirational,"If facts are the seeds that later produce knowledge and wisdom, then the emotions and the impressions of the senses are the fertile soil in which the seeds must grow."
0, banal,Pure wisdom is the 'fruit of life' banal platitudes are the 'bane of existence'. 
0, attitude,REJECTION is kind of your negative ILLUSION which has no value but it’s give you a CLUE to go for next level of your ACTION.
0, bravery,"I think having the knowledge, plus the experiences you've lived through, make you definitely not fragile. They make you brave."
0, education,Knowing more than someone does not necessarily mean that you know every single thing they know.
0, debasish-mridha-m-d,"When you are searching for knowledge, knowledge is also searching for you."
0, debasish-mridha,Knowledge is beautiful science is amazing. 
0, debasish-mridha,"Curiosity is the beginning of knowledge, but understanding is the beginning of wisdom."
0, faith,"I do not know how it all started, but I would certainly play my part in how it all ends."
0, creativity,"In the pursuit of knowledge, we know God, the source of knowledge and wisdom."
0, attitude,Your VISION and your self-willingness is the MOST powerful elements to conquer your goal
0, attitude,If you are not EXCITED enough at your present life its mean your future is not EXITING. Excitement will give you ENTHUSIASM and enthusiasm will give you a positive energetic LIFE STYLE which could give you a successful exiting life…
0, attitude,Your traditional EDUCATION is not going to CHANGE your life but the life you are experiencing that can change you. Choose a POSITIVE life STYLE with positive ATTITUDE which could bring you a life with HAPPINESS and WISDOM
0, attitude,"Autumn is a momentum of the natures golden beauty…, so the same it’s time to find your momentum of life"
0, attitude,How you think and create your inner world that you gonna become in your outer world. Your inner believe manifest you in the outside
0, dont-quit,"Don’t despise any experience. With every experience, you increase in knowledge and wisdom."
0, attitude,"CONFIDENCE is not showing off your VANITY, it’s about to be HUMBLED and KIND to others what are you truly SKILLED and PROFESSIONAL about…"
0, attitude,"The future depends on attitude, aptitude, and gratitude--not on knowledge."
0, experience,There is no knowledge without learning. There is no wisdom without experience.
0, human-harmony,"By philosophy, history, economics and science, all knowledge and wisdom, humanity may eventually arrive at the awareness of its own oneness.... Sudipta Das"
0, acquired-quote,"Wisdom comes from making mistakes, having the courage to face them, and make adjustments moving forward based upon the knowledge aquired through those experiences."
0, certainty,"Because you're always learning, the chief lesson remains: you still know nothing."
0, curiosity,"If we knew what is already there, there will be no need for research."
0, bible,"You ought to search the Scriptures yourself, to discover the glorious gospel."
0, ca-vikram-verma,The Knowledgeable has the intelligent answer but only the intelligent one asks for a knowledgeable question. 
0, book,"She was spoiled, but she wasn't lazy. She knew what she wanted, and because she believed absolutely that she could have everything she wanted if she tried hard enough to get it, she never stopped trying."
0, beauty,"I do what I do because I love God, as I love your children, as I love humanity, as I love peace, truth, and justice for all. I may not be a fan of religion, but I am a big fan of God. I choose not to subscribe to any one religion because I recognize truths in them all — both the truths and flaws. For anybody to believe that any father would want to see his children fighting is madness. It does not make the Creator happy to see anybody massacre any of his beautiful creations. If you must know the religion I choose, I choose LOVE. If you must know the name of my god, his name is Truth, or rather 'He Who is One, The One Who is All."
0, gaining-knowledge,"Life's greatest lessons were not shown to me, read to me, illustrated or explained to me; they happened to me."
0, educational-philosophy,Dare to seek answers to your questions.
0, courage,The courage to ask question is the willingness to know.
0, ask,The courage to ask question is a daring act.
0, educational-philosophy,Read and search for the answers you seek.
0, education,"Our knowledge is limited. However, reading augments our knowledge."
0, cement,"The base is as strong as the foundation, the tree's trunk as sturdy as the depth it took root. And when we witness this the questions of past introspection could also be: When did certain reinforcements of that foundation get established?And why were there cracks to begin with?...that could take you so far back depending on the person, for that matter, any intelligent life-form, to make you ask:How could I compassionately hold anyone so against what I know I possibly once did myself?"
0, change,Act the way you'd like to be and soon you'll be the way you'd like to act.
0, minimalism,Edit your life frequently and ruthlessly. It's your masterpiece after all.
0, justifications,You don't have to get a job that makes others feel comfortable about what they perceive as your success. You don't have to explain what your plan to do with your life. You don't have to justify your education by demonstrating its financial rewards. You don't have to maintain an impeccable credit score. Anyone who expects you to do any of those things has no sense of history of economics or science or the arts.
0, fear,"Fear can only grow in darkness. Once you face fear with light, you win."
0, leadership,"If you really want the key to success, start by doing the opposite of what everyone else is doing."
0, evolution,Life is a balanced system of learning and evolution. Whether pleasure or pain every situation in your life serves a purpose. It is up to us to recognize what that purpose could be. 
0, life,One of the most healing things you can do is recognize where in your life you are your own poison.
0, inspirational,What seems to us as bitter trials are often blessings in disguise
0, agreement-with-reality,Your life is a print-out of your thoughts.
0, communication,How would your life be different if…You pretended those around you were deaf to your words? Let today be the day…You let your actions speak and communicate your feelings and intentions.
0, blessing,"You've been given the innate power to shape your life...but you cannot just speak change, you have to LIVE change. Intent paired with action builds the bridge to success. You can't just want it; you have to do it, live it...BE it! Success isn't something you have, it's something you DO!"
0, inaction,"You are where you are right now because of the actions you've taken, or maybe, the inaction you've taken."
0, inspirational,There's no reason to have a plan B because it distracts from plan A.
0, journey,"If you don’t know exactly where you’re going, how will you know when you get there?"
0, life,Sometimes not getting what you want is a brilliant stroke of luck.
0, life,Today is the only day in which we have any power.
0, changes,You have been blessed with immeasurable power to make positive changes in your life.
0, life,NEVER be surprised by your own success!
0, motivation,Go as far as you can see and you will see further.
0, inspirational,Your agreement with reality defines your life.
0, feminism,"You can have it all, just not all at the same time."
0, achievement,Soar with wit. Conquer with dignity. Handle with care.
0, inspirational,...success is not a comparison of what we have done with what others have done.
0, inspirational,"Success is something you experience when you act accordingly. Success is not something you have, it's something you do."
0, desire,The difference between greed and ambition is a greedy person desires things he isn't prepared to work for.
0, life,"When you have faults, do not fear to abandon them."
0, choice,"Make the choice to embrace this day. Do not let your TODAY be stolen by the ghost of yesterday or the ""To-Do"" list of tomorrow! It’s inspiring to see all the wonderfully amazing things that can happen in a day in which you participate."
0, intent,Stop allowing your day-to-day life to be clouded by busy nothingness.
